gene_name	gene_id_clean	chromosome_clean	is_chrX	PAR_status	preferred_escape_class	atlas_gene_group	atlas_gene_group_display	chrom	start	end	strand	ensembl_gene_id	gene_symbol	biotype	par_source_gene_name	category	xci_status	PAR_region
NLRP2B	ENSG00000215174	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	57677067	57680260	-	ENSG00000215174	NLRP2B	protein_coding			Unknown	nonPAR
GAGE12G	ENSG00000215269	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49570400	49577754	+	ENSG00000215269	GAGE12G	protein_coding	GAGE12G,GAGE12I	Unknown	Unknown	nonPAR
GAGE10	ENSG00000215274	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49303646	49319841	+	ENSG00000215274	GAGE10	protein_coding	GAGE10	Unknown	Unknown	nonPAR
DDX3X	ENSG00000215301	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	41333348	41364472	+	ENSG00000215301	DDX3X	protein_coding	DDX3X	Escape	Escape	nonPAR
GAGE12E	ENSG00000216649	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49551289	49558645	+	ENSG00000216649	GAGE12E	protein_coding	GAGE12E	Unknown	Unknown	nonPAR
IGBP1-AS2	ENSG00000220925	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70148582	70149654	-	ENSG00000220925	IGBP1-AS2	lncRNA			Unknown	nonPAR
MAGEA3	ENSG00000221867	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152698767	152702347	+	ENSG00000221867	MAGEA3	protein_coding	MAGEA3,MAGEA6	Unknown	Unknown	nonPAR
ZNF630	ENSG00000221994	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47983356	48071658	-	ENSG00000221994	ZNF630	protein_coding	ZNF630	Inactive	Inactive	nonPAR
ENSG00000223438	ENSG00000223438	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	141625864	141626733	+	ENSG00000223438	ENSG00000223438	lncRNA			Unknown	nonPAR
LINC03053	ENSG00000223486	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	40009276	40012182	+	ENSG00000223486	LINC03053	lncRNA	AC092198.1	Unknown	Unknown	nonPAR
FRMPD4-AS1	ENSG00000223487	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	12373167	12375133	-	ENSG00000223487	FRMPD4-AS1	lncRNA			Unknown	nonPAR
LINC02968	ENSG00000223511	X	True	PAR	PAR	PAR	PAR	chrX	1732584	1763212	+	ENSG00000223511	LINC02968	lncRNA			Unknown	PAR1
AFF2-IT1	ENSG00000223516	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	148546878	148547397	+	ENSG00000223516	AFF2-IT1	lncRNA			Unknown	nonPAR
LINC00630	ENSG00000223546	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102769158	102885406	+	ENSG00000223546	LINC00630	lncRNA	LINC00630	Unknown	Unknown	nonPAR
DHRSX-IT1	ENSG00000223571	X	True	PAR	PAR	PAR	PAR	chrX	2334295	2336410	-	ENSG00000223571	DHRSX-IT1	lncRNA			Unknown	PAR1
CENPVL1	ENSG00000223591	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	51710512	51712131	+	ENSG00000223591	CENPVL1	protein_coding			Unknown	nonPAR
SUPT20HL2	ENSG00000223611	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	24308210	24314069	-	ENSG00000223611	SUPT20HL2	protein_coding			Unknown	nonPAR
LINC02601	ENSG00000223714	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	41275739	41276778	+	ENSG00000223714	LINC02601	lncRNA			Unknown	nonPAR
SUPT20HL1	ENSG00000223731	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	24360639	24367839	+	ENSG00000223731	SUPT20HL1	protein_coding			Unknown	nonPAR
ENSG00000223742	ENSG00000223742	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	28571532	28586395	-	ENSG00000223742	ENSG00000223742	lncRNA			Unknown	nonPAR
MIR503HG	ENSG00000223749	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	134543119	134546642	-	ENSG00000223749	MIR503HG	lncRNA	MIR503HG	Inactive	Inactive	nonPAR
ENSG00000223809	ENSG00000223809	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135123239	135123604	-	ENSG00000223809	ENSG00000223809	lncRNA			Unknown	nonPAR
TCEAL3-AS1	ENSG00000224031	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103626076	103626492	-	ENSG00000224031	TCEAL3-AS1	lncRNA			Unknown	nonPAR
CT47A10	ENSG00000224089	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120938701	120942023	-	ENSG00000224089	CT47A10	protein_coding	CT47A10,CT47A12	Unknown	Unknown	nonPAR
ETDB	ENSG00000224107	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135118955	135120526	-	ENSG00000224107	ETDB	protein_coding	LINC00633	Unknown	Unknown	nonPAR
CENPVL3	ENSG00000224109	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	51617020	51618912	-	ENSG00000224109	CENPVL3	protein_coding			Unknown	nonPAR
AMMECR1-IT1	ENSG00000224142	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	110305420	110307221	-	ENSG00000224142	AMMECR1-IT1	lncRNA			Unknown	nonPAR
PHEX-AS1	ENSG00000224204	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	22162733	22172983	-	ENSG00000224204	PHEX-AS1	lncRNA			Unknown	nonPAR
ENSG00000224216	ENSG00000224216	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	155334858	155351957	-	ENSG00000224216	ENSG00000224216	lncRNA			Unknown	nonPAR
SLC25A5-AS1	ENSG00000224281	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	119465986	119469128	-	ENSG00000224281	SLC25A5-AS1	lncRNA			Unknown	nonPAR
PORCN-DT	ENSG00000224292	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48506523	48508838	-	ENSG00000224292	PORCN-DT	lncRNA			Unknown	nonPAR
PINCR	ENSG00000224294	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	43176994	43226598	+	ENSG00000224294	PINCR	lncRNA	RP3-326I13.1	Unknown	Unknown	nonPAR
CXorf51A	ENSG00000224440	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	146814106	146814744	-	ENSG00000224440	CXorf51A	protein_coding	CXorf51A	Unknown	Unknown	nonPAR
TMLHE-AS1	ENSG00000224533	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	155466540	155611616	+	ENSG00000224533	TMLHE-AS1	lncRNA			Unknown	nonPAR
ENSG00000224610	ENSG00000224610	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	39138146	39299787	-	ENSG00000224610	ENSG00000224610	lncRNA			Unknown	nonPAR
GAGE12J	ENSG00000224659	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49322037	49329384	+	ENSG00000224659	GAGE12J	protein_coding	GAGE12J	Unknown	Unknown	nonPAR
LINC02931	ENSG00000224765	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	137556191	137564488	-	ENSG00000224765	LINC02931	lncRNA			Unknown	nonPAR
ENSG00000224799	ENSG00000224799	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	56973510	56974796	+	ENSG00000224799	ENSG00000224799	lncRNA			Unknown	nonPAR
GAGE12H	ENSG00000224902	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49579949	49587301	+	ENSG00000224902	GAGE12H	protein_coding	GAGE12H	Unknown	Unknown	nonPAR
PPP4R3C	ENSG00000224960	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	27460207	27463341	-	ENSG00000224960	PPP4R3C	protein_coding			Unknown	nonPAR
INE1	ENSG00000224975	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	47204921	47205865	+	ENSG00000224975	INE1	lncRNA			Unknown	nonPAR
ENSG00000225012	ENSG00000225012	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	89423738	89446983	+	ENSG00000225012	ENSG00000225012	lncRNA			Unknown	nonPAR
EIF1AX-AS1	ENSG00000225037	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	20139968	20140444	+	ENSG00000225037	EIF1AX-AS1	lncRNA			Unknown	nonPAR
WWC3-AS1	ENSG00000225076	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	10024842	10038654	-	ENSG00000225076	WWC3-AS1	lncRNA			Unknown	nonPAR
PNMA6F	ENSG00000225110	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	153317680	153321767	-	ENSG00000225110	PNMA6F	protein_coding			Unknown	nonPAR
INTS6L-AS1	ENSG00000225235	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135520083	135520674	-	ENSG00000225235	INTS6L-AS1	lncRNA			Unknown	nonPAR
TDGF1P3	ENSG00000225366	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	110520896	110523021	+	ENSG00000225366	TDGF1P3	protein_coding			Unknown	nonPAR
ENSG00000225393	ENSG00000225393	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	155468286	155487046	+	ENSG00000225393	ENSG00000225393	lncRNA			Unknown	nonPAR
FAM236D	ENSG00000225396	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	72807425	72808210	-	ENSG00000225396	FAM236D	protein_coding			Unknown	nonPAR
JPX	ENSG00000225470	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	73944182	74070408	+	ENSG00000225470	JPX	lncRNA	JPX	Escape	Escape	nonPAR
ENSG00000225689	ENSG00000225689	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	128027322	129326707	-	ENSG00000225689	ENSG00000225689	lncRNA			Unknown	nonPAR
ACE2-DT	ENSG00000225833	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	15602881	15621484	+	ENSG00000225833	ACE2-DT	lncRNA			Unknown	nonPAR
TRMT2B-AS1	ENSG00000225839	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	101043564	101094476	-	ENSG00000225839	TRMT2B-AS1	lncRNA			Unknown	nonPAR
LINC01456	ENSG00000225882	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	17970197	18104644	-	ENSG00000225882	LINC01456	lncRNA			Unknown	nonPAR
ENSG00000225970	ENSG00000225970	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	143757737	143828133	+	ENSG00000225970	ENSG00000225970	lncRNA			Unknown	nonPAR
CT47A6	ENSG00000226023	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120958165	120961487	-	ENSG00000226023	CT47A6	protein_coding	CT47A11,CT47A12,CT47A6	Unknown	Unknown	nonPAR
FGF13-AS1	ENSG00000226031	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	138711452	138716617	+	ENSG00000226031	FGF13-AS1	lncRNA			Unknown	nonPAR
LINC00685	ENSG00000226179	X	True	PAR	PAR	PAR	PAR	chrX	320990	321851	+	ENSG00000226179	LINC00685	lncRNA			Unknown	PAR1
ENSG00000226310	ENSG00000226310	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	57121572	57133925	+	ENSG00000226310	ENSG00000226310	lncRNA			Unknown	nonPAR
DCAF8L1	ENSG00000226372	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	27977992	27981449	-	ENSG00000226372	DCAF8L1	protein_coding	DCAF8L1	Unknown	Unknown	nonPAR
ENSG00000226484	ENSG00000226484	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	36365626	36440292	-	ENSG00000226484	ENSG00000226484	lncRNA			Unknown	nonPAR
ENSG00000226530	ENSG00000226530	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	51395915	51465839	+	ENSG00000226530	ENSG00000226530	lncRNA			Unknown	nonPAR
CT47A9	ENSG00000226600	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120943561	120946883	-	ENSG00000226600	CT47A9	protein_coding	CT47A12,CT47A9	Unknown	Unknown	nonPAR
ENSG00000226661	ENSG00000226661	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	119356301	119393595	-	ENSG00000226661	ENSG00000226661	lncRNA			Unknown	nonPAR
ENSG00000226679	ENSG00000226679	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	38221391	38223667	+	ENSG00000226679	ENSG00000226679	lncRNA			Unknown	nonPAR
CT47A12	ENSG00000226685	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120930250	120932301	-	ENSG00000226685	CT47A12	protein_coding	CT47A12	Unknown	Unknown	nonPAR
PABPC1L2B-AS1	ENSG00000226725	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	72998388	73002856	-	ENSG00000226725	PABPC1L2B-AS1	lncRNA			Unknown	nonPAR
PGAM4	ENSG00000226784	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	77967949	77969638	-	ENSG00000226784	PGAM4	protein_coding	PGAM4	Unknown	Unknown	nonPAR
ENSG00000226854	ENSG00000226854	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	75903105	75904858	+	ENSG00000226854	ENSG00000226854	lncRNA			Unknown	nonPAR
CT47A11	ENSG00000226929	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120933840	120937158	-	ENSG00000226929	CT47A11	protein_coding	CT47A11,CT47A12	Unknown	Unknown	nonPAR
LINC01203	ENSG00000226985	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	13333952	13403035	+	ENSG00000226985	LINC01203	lncRNA			Unknown	nonPAR
ENSG00000227042	ENSG00000227042	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	10242339	10365323	+	ENSG00000227042	ENSG00000227042	lncRNA			Unknown	nonPAR
LINC00629	ENSG00000227060	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	134549770	134560399	+	ENSG00000227060	LINC00629	lncRNA	LINC00629	Unknown	Unknown	nonPAR
ENSG00000227083	ENSG00000227083	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	147900178	147901459	-	ENSG00000227083	ENSG00000227083	lncRNA			Unknown	nonPAR
SPANXB1	ENSG00000227234	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	141002594	141003706	+	ENSG00000227234	SPANXB1	protein_coding	SPANXB1,SPANXB2	Unknown	Unknown	nonPAR
ENSG00000227303	ENSG00000227303	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	143284977	143516803	+	ENSG00000227303	ENSG00000227303	lncRNA			Unknown	nonPAR
ENSG00000227486	ENSG00000227486	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	55908123	56209271	+	ENSG00000227486	ENSG00000227486	lncRNA			Unknown	nonPAR
GAGE12D	ENSG00000227488	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49541733	49549094	+	ENSG00000227488	GAGE12D	protein_coding	GAGE12D,GAGE12E	Unknown	Unknown	nonPAR
FRMPD3-AS1	ENSG00000227610	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	107512983	107545821	-	ENSG00000227610	FRMPD3-AS1	lncRNA			Unknown	nonPAR
ENSG00000228160	ENSG00000228160	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	69569635	69576337	-	ENSG00000228160	ENSG00000228160	lncRNA			Unknown	nonPAR
ARMCX3-AS1	ENSG00000228275	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	101622983	101624164	-	ENSG00000228275	ARMCX3-AS1	lncRNA			Unknown	nonPAR
ENSG00000228343	ENSG00000228343	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48579774	48581157	-	ENSG00000228343	ENSG00000228343	lncRNA			Unknown	nonPAR
SMIM10L2B-AS1	ENSG00000228372	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135059685	135123952	+	ENSG00000228372	SMIM10L2B-AS1	lncRNA			Unknown	nonPAR
ENSG00000228427	ENSG00000228427	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	71183382	71198239	-	ENSG00000228427	ENSG00000228427	lncRNA			Unknown	nonPAR
LINC01546	ENSG00000228459	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	3271544	3290158	+	ENSG00000228459	LINC01546	lncRNA	CXorf28	Escape	Escape	nonPAR
CT47A7	ENSG00000228517	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120953282	120956600	-	ENSG00000228517	CT47A7	protein_coding	CT47A12,CT47A7	Unknown	Unknown	nonPAR
ENSG00000228543	ENSG00000228543	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	9249920	9275206	+	ENSG00000228543	ENSG00000228543	lncRNA			Unknown	nonPAR
LINC01201	ENSG00000228659	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	130981590	131058146	-	ENSG00000228659	LINC01201	lncRNA			Unknown	nonPAR
CT45A5	ENSG00000228836	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135775852	135785503	-	ENSG00000228836	CT45A5	protein_coding	CT45A5	Unknown	Unknown	nonPAR
ENSG00000228933	ENSG00000228933	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	27174920	27399006	-	ENSG00000228933	ENSG00000228933	lncRNA			Unknown	nonPAR
ENSG00000229012	ENSG00000229012	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	8863861	8867601	-	ENSG00000229012	ENSG00000229012	lncRNA			Unknown	nonPAR
ENSG00000229151	ENSG00000229151	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	51190598	51396505	-	ENSG00000229151	ENSG00000229151	lncRNA			Unknown	nonPAR
ENSG00000229269	ENSG00000229269	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	140931738	140997448	+	ENSG00000229269	ENSG00000229269	lncRNA			Unknown	nonPAR
GK-IT1	ENSG00000229331	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30671635	30672166	+	ENSG00000229331	GK-IT1	lncRNA			Unknown	nonPAR
DANT1	ENSG00000229335	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	115840899	115908066	+	ENSG00000229335	DANT1	lncRNA			Unknown	nonPAR
ALG13-AS1	ENSG00000229487	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	111706649	111711101	-	ENSG00000229487	ALG13-AS1	lncRNA			Unknown	nonPAR
ENSG00000229491	ENSG00000229491	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	45183251	45333917	+	ENSG00000229491	ENSG00000229491	lncRNA			Unknown	nonPAR
LINC01204	ENSG00000229563	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	45505388	45632121	+	ENSG00000229563	LINC01204	lncRNA			Unknown	nonPAR
H2AL3	ENSG00000229674	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	37994272	37994904	+	ENSG00000229674	H2AL3	protein_coding			Unknown	nonPAR
XIST	ENSG00000229807	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	73820649	73852723	-	ENSG00000229807	XIST	lncRNA	XIST	Escape	Escape	nonPAR
ARSD-AS1	ENSG00000229851	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	2904904	2906081	+	ENSG00000229851	ARSD-AS1	lncRNA			Unknown	nonPAR
MAGEA4-AS1	ENSG00000229967	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	151904431	151913968	-	ENSG00000229967	MAGEA4-AS1	lncRNA			Unknown	nonPAR
NHS-AS1	ENSG00000230020	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	17552349	17557387	-	ENSG00000230020	NHS-AS1	lncRNA			Unknown	nonPAR
ENSG00000230100	ENSG00000230100	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48333675	48334439	-	ENSG00000230100	ENSG00000230100	lncRNA			Unknown	nonPAR
ENSG00000230105	ENSG00000230105	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	56618391	56624458	+	ENSG00000230105	ENSG00000230105	lncRNA			Unknown	nonPAR
LINC02927	ENSG00000230153	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	150915813	150920938	+	ENSG00000230153	LINC02927	lncRNA			Unknown	nonPAR
ENSG00000230159	ENSG00000230159	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	116692910	116694188	-	ENSG00000230159	ENSG00000230159	lncRNA			Unknown	nonPAR
LINC01284	ENSG00000230317	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	51095836	51224432	-	ENSG00000230317	LINC01284	lncRNA			Unknown	nonPAR
CT47A8	ENSG00000230347	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120948422	120951744	-	ENSG00000230347	CT47A8	protein_coding	CT47A12,CT47A8	Unknown	Unknown	nonPAR
ENSG00000230392	ENSG00000230392	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	119291529	119335610	+	ENSG00000230392	ENSG00000230392	lncRNA			Unknown	nonPAR
LINC00102	ENSG00000230542	X	True	PAR	PAR	PAR	PAR	chrX	2612988	2615347	-	ENSG00000230542	LINC00102	lncRNA	LINC00102	Unknown	Unknown	PAR1
FTX	ENSG00000230590	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	73940435	74293574	-	ENSG00000230590	FTX	lncRNA	FTX	Inactive	Inactive	nonPAR
CT47A4	ENSG00000230594	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120967886	120971208	-	ENSG00000230594	CT47A4	protein_coding	CT47A12,CT47A4	Unknown	Unknown	nonPAR
ENSG00000230668	ENSG00000230668	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	140681106	140689819	-	ENSG00000230668	ENSG00000230668	lncRNA			Unknown	nonPAR
ENSG00000230707	ENSG00000230707	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	140091678	140092911	+	ENSG00000230707	ENSG00000230707	protein_coding			Unknown	nonPAR
YY2	ENSG00000230797	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	21855987	21858740	+	ENSG00000230797	YY2	protein_coding	YY2	Unknown	Unknown	nonPAR
ZNF674-AS1	ENSG00000230844	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	46545438	46548841	+	ENSG00000230844	ZNF674-AS1	lncRNA	ZNF674-AS1	Inactive	Inactive	nonPAR
MAGEA8-AS1	ENSG00000230899	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149878836	149881070	-	ENSG00000230899	MAGEA8-AS1	lncRNA			Unknown	nonPAR
ENSG00000231110	ENSG00000231110	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	140216035	140216804	-	ENSG00000231110	ENSG00000231110	lncRNA			Unknown	nonPAR
MORF4L2-AS1	ENSG00000231154	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103687284	103691772	+	ENSG00000231154	MORF4L2-AS1	lncRNA			Unknown	nonPAR
GS1-600G8.3	ENSG00000231216	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	13310652	13319933	+	ENSG00000231216	GS1-600G8.3	lncRNA			Unknown	nonPAR
ENSG00000231447	ENSG00000231447	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152746817	152747762	+	ENSG00000231447	ENSG00000231447	lncRNA			Unknown	nonPAR
TAB3-AS1	ENSG00000231542	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30834623	30835300	+	ENSG00000231542	TAB3-AS1	lncRNA			Unknown	nonPAR
LINC02595	ENSG00000231566	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	45847042	45851567	-	ENSG00000231566	LINC02595	lncRNA			Unknown	nonPAR
DLG3-AS1	ENSG00000231651	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70452958	70455994	-	ENSG00000231651	DLG3-AS1	lncRNA			Unknown	nonPAR
TMSB15B-AS1	ENSG00000231728	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103845151	103919548	-	ENSG00000231728	TMSB15B-AS1	lncRNA			Unknown	nonPAR
ARHGEF9-IT1	ENSG00000231729	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	63670196	63671502	-	ENSG00000231729	ARHGEF9-IT1	lncRNA			Unknown	nonPAR
ENSG00000231772	ENSG00000231772	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	42252459	42699385	+	ENSG00000231772	ENSG00000231772	lncRNA			Unknown	nonPAR
ENSG00000231830	ENSG00000231830	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154333960	154335037	-	ENSG00000231830	ENSG00000231830	lncRNA			Unknown	nonPAR
ENSG00000231937	ENSG00000231937	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152138883	152186857	+	ENSG00000231937	ENSG00000231937	lncRNA			Unknown	nonPAR
PHKA1-AS1	ENSG00000231944	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	72688950	72712348	+	ENSG00000231944	PHKA1-AS1	lncRNA			Unknown	nonPAR
ENSG00000231963	ENSG00000231963	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	73080167	73084635	+	ENSG00000231963	ENSG00000231963	lncRNA			Unknown	nonPAR
